source,ref,label,split
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-129.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-13.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-131.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-132.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-133.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-134.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-135.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-136.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-137.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-14.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-140.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-141.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-142.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-143.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-144.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-145.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-147.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-15.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-150.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-151.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-152.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-153.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-154.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-155.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-156.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-157.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-158.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-159.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-16.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-160.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-161.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-162.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-163.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-164.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-165.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-166.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-167.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-168.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-169.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-17.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-171.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-172.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-173.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-175.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-176.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-177.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-178.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-179.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-18.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-180.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-181.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-183.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-185.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-186.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-187.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-188.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-189.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-19.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-190.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-191.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-192.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-194.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-8.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-81.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-83.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-84.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-85.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-86.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-87.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-88.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-89.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-9.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-90.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-93.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-94.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-95.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-96.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-97.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-98.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-99.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-1.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-10.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-100.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-101.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-102.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-103.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-104.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-105.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-106.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-108.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-109.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-11.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-111.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-115.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-117.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-118.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-119.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-12.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-120.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-122.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-123.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-124.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-125.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-126.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-128.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-129.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-13.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-130.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-131.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-14.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-15.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-17.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-18.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-19.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-2.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-21.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-22.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-23.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-24.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-25.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-27.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-28.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-29.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-3.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-30.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-33.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-34.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-37.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-38.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-39.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-4.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-40.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-41.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-43.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-45.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-46.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-48.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-49.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-5.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-50.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-51.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-52.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-53.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-54.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-55.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-56.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-58.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-59.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-60.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-61.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-63.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-64.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-65.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-67.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-69.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-7.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-70.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-71.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-72.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-73.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-74.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-75.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-77.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-79.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-8.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-80.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-81.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-82.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-83.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-84.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-85.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-86.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-87.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-88.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-89.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-9.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-90.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-91.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-92.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-93.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-95.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-96.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-97.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-98.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-10.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-100.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-102.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-103.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-104.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-106.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-108.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-11.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-111.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-112.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-116.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-117.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-118.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-119.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-12.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-120.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-121.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-122.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-123.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-125.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-127.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-128.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-13.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-131.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-132.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-133.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-134.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-136.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-138.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-139.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-14.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-141.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-142.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-143.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-144.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-146.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-147.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-148.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-15.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-151.jpg,seborrheic_keratoses,train
dermnet,train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-154.jpg,seborrheic_keratoses,train
