source,zip,inner_zip,entry,label,split,crc32,size
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/Resize-450_400acquired-dermal-macular-hyperpigmentation-022__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,e6b30f87,37411
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/Resize-450_400edp1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,val,8f346445,35357
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/Resize-450_400lp-pigmentosus1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,1cd7d29d,33617
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/Resize-450_400lp-pigmentosus2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,15af6593,34739
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-001__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDExMl0.jpeg,hyperpigmentation,train,820003e3,21782
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-002__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,2f63ec4a,18947
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-003__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,2121ef7e,27470
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-004__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,63a270cc,15043
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-005__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,f9da88f8,15318
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-006__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,val,7d07e26b,17686
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-007__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,ab215141,17658
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-008-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,b485c7dc,20180
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-009__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,281c119a,13231
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-010__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,bbe3c814,10835
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-011__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,521308e3,14336
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-012__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,val,a709f32e,22075
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-013__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,f056790f,16151
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-014__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,val,bbbdcc87,16287
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-015__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,65bef54e,15596
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-016__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,80b225fe,18689
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-017__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,43a0e2c2,13942
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-018__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,ee423817,16183
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-019__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,27792f8e,12187
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-020__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,537141a3,16029
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-021-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,d2b50eb8,15708
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100acquired-dermal-macular-hyperpigmentation-022__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,3c0b7033,16025
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100edp1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,e7fe66c4,18128
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100lp-pigmentosus1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,ff47a8e7,18087
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-100lp-pigmentosus2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,93314edc,15802
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-001__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDExMl0.jpeg,hyperpigmentation,train,f8c7b73a,19474
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-002__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,val,86019214,18542
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-003__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,val,78356ae2,23298
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-004__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,val,11c00698,14759
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-005__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,0fe8a666,14667
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-006__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,7a392955,16052
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-007__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,4e026312,15715
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-008-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,28a1c798,18137
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-009__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,a1808433,12826
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-010__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,73f8cf13,9835
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-011__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,86feece0,13941
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-012__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,443e9377,22640
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-013__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,d22b70a0,15250
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-014__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,286089c6,15944
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-015__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,val,7dfc8c31,14439
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-016__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,3d64f7d1,15779
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-017__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,cd73ea46,13220
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-018__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,c7530137,14554
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-019__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,val,cc223657,12475
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-020__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,6cf344d4,14813
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-021-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,5c12a03d,15629
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150acquired-dermal-macular-hyperpigmentation-022__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,c7d2b64d,15528
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150edp1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,db36c78d,16354
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150lp-pigmentosus1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,0006eec2,17344
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-150lp-pigmentosus2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,58494a78,14928
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-001__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDExMl0.jpeg,hyperpigmentation,train,04ad4b61,17991
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-002__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,e77a150a,18532
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-003__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,90b3332b,21748
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-004__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,val,e56e0ebc,14658
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-005__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,c6fc5554,14698
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-006__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,d023d1ab,16012
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-007__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,33eaba78,15344
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-008-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,5e4e9ca6,17010
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-009__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,val,8c9075f2,12771
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-010__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,fb7c2ce9,9828
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-011__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,val,ca3f28b5,14084
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-012__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,val,a5f05ee9,23216
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-013__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,val,9685fdd3,15159
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-014__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,43892dac,15954
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-015__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,3efa2ce7,14447
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-016__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,val,7f68317d,15610
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-017__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,0a41fe09,12962
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-018__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,val,79b59fc6,14488
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-019__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,889e2756,12822
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-020__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,fd03ea59,14788
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-021-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,38eb1596,15807
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200acquired-dermal-macular-hyperpigmentation-022__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,377fe453,15458
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200edp1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,4c30db84,16290
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200lp-pigmentosus1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,val,4eeca8a5,16490
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-200lp-pigmentosus2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,854cc00c,14864
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-50acquired-dermal-macular-hyperpigmentation-001__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDExMl0.jpeg,hyperpigmentation,train,0d667143,23819
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-50acquired-dermal-macular-hyperpigmentation-002__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,val,8c72d57d,20672
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-50acquired-dermal-macular-hyperpigmentation-003__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,941f28c6,27528
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-50acquired-dermal-macular-hyperpigmentation-004__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,val,418756a3,17021
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-50acquired-dermal-macular-hyperpigmentation-005__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,ebf911db,19831
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-50acquired-dermal-macular-hyperpigmentation-006__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,73adf160,20996
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-50acquired-dermal-macular-hyperpigmentation-007__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,hyperpigmentation,train,d613d463,18393
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-50acquired-dermal-macular-hyperpigmentation-008-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,bb85e529,19350
skinclf,Skin Disease Classification Dataset.zip,Skin Disease Classification Dataset/New folder/hyperpigmentation.zip,hyperpigmentation/saturation-50acquired-dermal-macular-hyperpigmentation-009__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,hyperpigmentation,train,3b0b9609,15478
